Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
CIFP Leixa · Ferrol,FP básica,A Coruña,Ferrol,CIFP Leixa,"CIFP Leixa, Ferrol, A Coruña, Galicia, España",,,Artes gráficas,Oferta ordinaria,1,Artes gráficas (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Rodolfo Ucha Piñeiro · Ferrol,FP básica,A Coruña,Ferrol,CIFP Rodolfo Ucha Piñeiro,"CIFP Rodolfo Ucha Piñeiro, Ferrol, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ricardo Carvalho Calero · Ferrol,FP básica,A Coruña,Ferrol,IES Ricardo Carvalho Calero,"IES Ricardo Carvalho Calero, Ferrol, A Coruña, Galicia, España",,,Imaxe persoal,Oferta ordinaria,1,Peiteado e estética (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Melide · Melide,FP básica,A Coruña,Melide,IES de Melide,"IES de Melide, Melide, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",Oferta ordinaria,1,Carpintaría e moble (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Mugardos · Mugardos,FP básica,A Coruña,Mugardos,IES de Mugardos,"IES de Mugardos, Mugardos, A Coruña, Galicia, España",,,Agraria,Oferta ordinaria,1,Agroxardinaría e composicións florais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontexería · Muros,FP básica,A Coruña,Muros,IES Plurilingüe Fontexería,"IES Plurilingüe Fontexería, Muros, A Coruña, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Santiago Apóstol · Narón,FP básica,A Coruña,Narón,CPR Santiago Apóstol,"CPR Santiago Apóstol, Narón, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Servizos administrativos (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Trasancos · Narón,FP básica,A Coruña,Narón,IES Terra de Trasancos,"IES Terra de Trasancos, Narón, A Coruña, Galicia, España",,,Comercio e márketing | Electricidade e electrónica,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Servizos comerciais (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xulián Magariños · Negreira,FP básica,A Coruña,Negreira,IES Xulián Magariños,"IES Xulián Magariños, Negreira, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Campo de San Alberto · Noia,FP básica,A Coruña,Noia,IES Campo de San Alberto,"IES Campo de San Alberto, Noia, A Coruña, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Casares · Oleiros,FP básica,A Coruña,Oleiros,IES María Casares,"IES María Casares, Oleiros, A Coruña, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ordes · Ordes,FP básica,A Coruña,Ordes,IES Ordes,"IES Ordes, Ordes, A Coruña, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Ortigueira · Ortigueira,FP básica,A Coruña,Ortigueira,IES de Ortigueira,"IES de Ortigueira, Ortigueira, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",Oferta ordinaria,1,Carpintaría e moble (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Macías o Namorado · Padrón,FP básica,A Coruña,Padrón,IES Macías o Namorado,"IES Macías o Namorado, Padrón, A Coruña, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Eduardo Pondal · Ponteceso,FP básica,A Coruña,Ponteceso,IES Eduardo Pondal,"IES Eduardo Pondal, Ponteceso, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade | Transporte e mantemento de vehículos,Oferta ordinaria,2,Actividades domésticas e limpeza de edificios (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fraga do Eume · Pontedeume,FP básica,A Coruña,Pontedeume,CIFP Fraga do Eume,"CIFP Fraga do Eume, Pontedeume, A Coruña, Galicia, España",,,Hostalaría e turismo,Oferta ordinaria,1,Cociña e restauración (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Félix Muriel · Rianxo,FP básica,A Coruña,Rianxo,IES Félix Muriel,"IES Félix Muriel, Rianxo, A Coruña, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,1,Actividades domésticas e limpeza de edificios (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Coroso · Ribeira,FP básica,A Coruña,Ribeira,CIFP Coroso,"CIFP Coroso, Ribeira, A Coruña, Galicia, España",,,Industrias alimentarias | Transporte e mantemento de vehículos,Oferta ordinaria,2,Industrias alimentarias (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Leliadoura · Ribeira,FP básica,A Coruña,Ribeira,IES Leliadoura,"IES Leliadoura, Ribeira, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática e comunicacións (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Xallas · Santa Comba,FP básica,A Coruña,Santa Comba,IES Terra de Xallas,"IES Terra de Xallas, Santa Comba, A Coruña, Galicia, España",,,Hostalaría e turismo | Transporte e mantemento de vehículos,Oferta ordinaria,2,Cociña e restauración (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Compostela · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,CIFP Compostela,"CIFP Compostela, Santiago de Compostela, A Coruña, Galicia, España",,,Artes gráficas | Hostalaría e turismo,Oferta ordinaria,3,Aloxamento e lavandaría (Oferta ordinaria) || Artes gráficas (Oferta ordinaria) || Cociña e restauración (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Politécnico de Santiago · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,CIFP Politécnico de Santiago,"CIFP Politécnico de Santiago, Santiago de Compostela, A Coruña, Galicia, España",,,"Madeira, moble e cortiza",Oferta ordinaria,1,Carpintaría e moble (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pontepedriña · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,IES A Pontepedriña,"IES A Pontepedriña, Santiago de Compostela, A Coruña, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Servizos comerciais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Arcebispo Xelmírez I · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,IES Arcebispo Xelmírez I,"IES Arcebispo Xelmírez I, Santiago de Compostela, A Coruña, Galicia, España",,,Actividades físicas e deportivas | Informática e comunicacións,Oferta ordinaria,2,Acceso e conservación en instalacións deportivas (quenda de tarde) (Oferta ordinaria) || Informática de oficina (quenda de tarde) (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES As Fontiñas · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,IES As Fontiñas,"IES As Fontiñas, Santiago de Compostela, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Servizos administrativos (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lamas de Abade · Santiago de Compostela,FP básica,A Coruña,Santiago de Compostela,IES Lamas de Abade,"IES Lamas de Abade, Santiago de Compostela, A Coruña, Galicia, España",,,Imaxe persoal,Oferta ordinaria,1,Peiteado e estética (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Terra de Soneira · Vimianzo,FP básica,A Coruña,Vimianzo,IES Terra de Soneira,"IES Terra de Soneira, Vimianzo, A Coruña, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Servizos administrativos (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Maximino Romero de Lema · Zas,FP básica,A Coruña,Zas,IES Maximino Romero de Lema,"IES Maximino Romero de Lema, Zas, A Coruña, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Fontem Albei · A Fonsagrada,FP básica,Lugo,A Fonsagrada,IES Plurilingüe Fontem Albei,"IES Plurilingüe Fontem Albei, A Fonsagrada, Lugo, Galicia, España",,,Agraria | Informática e comunicacións,Oferta ordinaria,2,Actividades agropecuarias (Oferta ordinaria) || Informática de oficina (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Enrique Muruais · A Pontenova,FP básica,Lugo,A Pontenova,IES Enrique Muruais,"IES Enrique Muruais, A Pontenova, Lugo, Galicia, España",,,Fabricación mecánica,Oferta ordinaria,1,Fabricación e montaxe (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Becerreá · Becerreá,FP básica,Lugo,Becerreá,IES de Becerreá,"IES de Becerreá, Becerreá, Lugo, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Perdouro · Burela,FP básica,Lugo,Burela,IES Perdouro,"IES Perdouro, Burela, Lugo, Galicia, España",,,Administración e xestión | Fabricación mecánica,Oferta ordinaria,2,Fabricación e montaxe (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES da Terra Chá, José Trapero Pardo · Castro de Rei",FP básica,Lugo,Castro de Rei,"IES da Terra Chá, José Trapero Pardo","IES da Terra Chá, José Trapero Pardo, Castro de Rei, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Actividades agropecuarias (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Marqués de Sargadelos · Cervo,FP básica,Lugo,Cervo,IES Marqués de Sargadelos,"IES Marqués de Sargadelos, Cervo, Lugo, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Val do Asma · Chantada,FP básica,Lugo,Chantada,IES Val do Asma,"IES Val do Asma, Chantada, Lugo, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Foz · Foz,FP básica,Lugo,Foz,IES de Foz,"IES de Foz, Foz, Lugo, Galicia, España",,,Administración e xestión | Hostalaría e turismo,Oferta ordinaria,2,Cociña e restauración (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Poeta Díaz Castro · Guitiriz,FP básica,Lugo,Guitiriz,IES Poeta Díaz Castro,"IES Poeta Díaz Castro, Guitiriz, Lugo, Galicia, España",,,Fabricación mecánica,Oferta ordinaria,1,Fabricación e montaxe (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe San Rosendo · Mondoñedo,FP básica,Lugo,Mondoñedo,IES Plurilingüe San Rosendo,"IES Plurilingüe San Rosendo, Mondoñedo, Lugo, Galicia, España",,,Agraria,Oferta ordinaria,1,Agroxardinaría e composicións florais (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Pinguela · Monforte de Lemos,FP básica,Lugo,Monforte de Lemos,IES A Pinguela,"IES A Pinguela, Monforte de Lemos, Lugo, Galicia, España",,,"Administración e xestión | Téxtil, confección e pel",Oferta ordinaria,2,Servizos administrativos (Oferta ordinaria) || Tapizaría e cortinaxe (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Daviña Rey · Monforte de Lemos,FP básica,Lugo,Monforte de Lemos,IES Francisco Daviña Rey,"IES Francisco Daviña Rey, Monforte de Lemos, Lugo, Galicia, España",,,Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Monterroso · Monterroso,FP básica,Lugo,Monterroso,IES de Monterroso,"IES de Monterroso, Monterroso, Lugo, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES do Camiño · Palas de Rei,FP básica,Lugo,Palas de Rei,IES do Camiño,"IES do Camiño, Palas de Rei, Lugo, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Porta da Auga · Ribadeo,FP básica,Lugo,Ribadeo,CIFP Porta da Auga,"CIFP Porta da Auga, Ribadeo, Lugo, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Gregorio Fernández · Sarria,FP básica,Lugo,Sarria,IES Gregorio Fernández,"IES Gregorio Fernández, Sarria, Lugo, Galicia, España",,,Administración e xestión | Fabricación mecánica,Oferta ordinaria,2,Fabricación e montaxe (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lois Peña Novo · Vilalba,FP básica,Lugo,Vilalba,IES Lois Peña Novo,"IES Lois Peña Novo, Vilalba, Lugo, Galicia, España",,,Informática e comunicacións | Transporte e mantemento de vehículos,Oferta ordinaria,2,Informática de oficina (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Sarmiento · Viveiro,FP básica,Lugo,Viveiro,IES María Sarmiento,"IES María Sarmiento, Viveiro, Lugo, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Xermán Ancochea Quevedo · A Pobra de Trives,FP básica,Ourense,A Pobra de Trives,IES Xermán Ancochea Quevedo,"IES Xermán Ancochea Quevedo, A Pobra de Trives, Ourense, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Cosme López Rodríguez · A Rúa,FP básica,Ourense,A Rúa,IES Cosme López Rodríguez,"IES Cosme López Rodríguez, A Rúa, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Aquis Querquernis · Bande,FP básica,Ourense,Bande,IES Aquis Querquernis,"IES Aquis Querquernis, Bande, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Sección de Sobradelo-Carballeda · Carballeda de Valdeorras,FP básica,Ourense,Carballeda de Valdeorras,IES Sección de Sobradelo-Carballeda,"IES Sección de Sobradelo-Carballeda, Carballeda de Valdeorras, Ourense, Galicia, España",,,Edificación e obra civil,Oferta ordinaria,1,Reforma e mantemento de edificios (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Celanova Celso Emilio Ferreiro · Celanova,FP básica,Ourense,Celanova,IES Celanova Celso Emilio Ferreiro,"IES Celanova Celso Emilio Ferreiro, Celanova, Ourense, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES San Mamede · Maceda,FP básica,Ourense,Maceda,IES San Mamede,"IES San Mamede, Maceda, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Lauro Olmo · O Barco de Valdeorras,FP básica,Ourense,O Barco de Valdeorras,IES Lauro Olmo,"IES Lauro Olmo, O Barco de Valdeorras, Ourense, Galicia, España",,,Imaxe persoal | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Peiteado e estética (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Manuel Chamoso Lamas · O Carballiño,FP básica,Ourense,O Carballiño,IES Manuel Chamoso Lamas,"IES Manuel Chamoso Lamas, O Carballiño, Ourense, Galicia, España",,,Electricidade e electrónica | Transporte e mantemento de vehículos,Oferta ordinaria,2,Electricidade e electrónica (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES O Ribeiro · Ribadavia,FP básica,Ourense,Ribadavia,IES O Ribeiro,"IES O Ribeiro, Ribadavia, Ourense, Galicia, España",,,Industrias alimentarias | Transporte e mantemento de vehículos,Oferta ordinaria,2,Industrias alimentarias (Oferta ordinaria) || Mantemento de vehículos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES García-Barbón · Verín,FP básica,Ourense,Verín,IES García-Barbón,"IES García-Barbón, Verín, Ourense, Galicia, España",,,Administración e xestión | Transporte e mantemento de vehículos,Oferta ordinaria,2,Mantemento de vehículos (Oferta ordinaria) || Servizos administrativos (Oferta ordinaria),36,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Carlos Casares · Viana do Bolo,FP básica,Ourense,Viana do Bolo,IES Carlos Casares,"IES Carlos Casares, Viana do Bolo, Ourense, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Informática de oficina (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP de Vilamarín · Vilamarín,FP básica,Ourense,Vilamarín,CIFP de Vilamarín,"CIFP de Vilamarín, Vilamarín, Ourense, Galicia, España",,,Agraria | Hostalaría e turismo,Oferta ordinaria,3,Actividades de panadaría e pastelaría (Oferta ordinaria) || Aproveitamentos forestais (Oferta ordinaria) || Cociña e restauración (Oferta ordinaria),54,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Cidade de Antioquía · Xinzo de Limia,FP básica,Ourense,Xinzo de Limia,IES Cidade de Antioquía,"IES Cidade de Antioquía, Xinzo de Limia, Ourense, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Electricidade e electrónica (Oferta ordinaria),18,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
