Titulo_marcador,Tipo,Provincia,Localidade,Centro_ou_sede,Enderezo_para_Google,Universidade,Campus,Familias_ou_ramas,Modalidades,Numero_de_estudos,Estudos,Prazas_total_indicadas,Fontes,Nota_de_rigor
IGAFA Instituto Galego de Formación en Acuicultura · A Illa de Arousa,FP grao superior,Pontevedra,A Illa de Arousa,IGAFA Instituto Galego de Formación en Acuicultura,"IGAFA Instituto Galego de Formación en Acuicultura, A Illa de Arousa, Pontevedra, Galicia, España",,,Marítimo-pesqueira,Oferta ordinaria,1,Acuicultura (Oferta ordinaria),44,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
EFAG A Cancela · As Neves,FP grao superior,Pontevedra,As Neves,EFAG A Cancela,"EFAG A Cancela, As Neves, Pontevedra, Galicia, España",,,Administración e xestión | Servizos socioculturais e á comunidade,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Educación infantil (Oferta ordinaria),50,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pazo da Mercé · As Neves,FP grao superior,Pontevedra,As Neves,IES Pazo da Mercé,"IES Pazo da Mercé, As Neves, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Desenvolvemento de aplicacións web (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Primeiro de Marzo · Baiona,FP grao superior,Pontevedra,Baiona,IES Primeiro de Marzo,"IES Primeiro de Marzo, Baiona, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,1,Animación sociocultural e turística (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Johan Carballeira · Bueu,FP grao superior,Pontevedra,Bueu,IES Johan Carballeira,"IES Johan Carballeira, Bueu, Pontevedra, Galicia, España",,,Administración e xestión | Fabricación mecánica,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Construcións metálicas (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"CIFP de Coia · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",CIFP de Coia,"CIFP de Coia, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica | Instalación e mantemento,Oferta modular,2,Automatización e robótica industrial (Oferta modular) || Mecatrónica industrial (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
"IES Politécnico de Vigo · CPR, EFAG: Centro privado coas ensinanzas concertadas.",FP grao superior,Pontevedra,"CPR, EFAG: Centro privado coas ensinanzas concertadas.",IES Politécnico de Vigo,"IES Politécnico de Vigo, CPR, EFAG: Centro privado coas ensinanzas concertadas., Pontevedra, Galicia, España",,,Electricidade e electrónica,Oferta modular,1,Automatización e robótica industrial (Oferta modular),,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Francisco Asorey · Cambados,FP grao superior,Pontevedra,Cambados,IES Francisco Asorey,"IES Francisco Asorey, Cambados, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Sistemas de telecomunicacións e informáticos (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Cabanillas · Cambados,FP grao superior,Pontevedra,Cambados,IES Ramón Cabanillas,"IES Ramón Cabanillas, Cambados, Pontevedra, Galicia, España",,,Industrias alimentarias,Oferta ordinaria,1,Vitivinicultura (Oferta ordinaria),22,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES María Soliño · Cangas,FP grao superior,Pontevedra,Cangas,IES María Soliño,"IES María Soliño, Cangas, Pontevedra, Galicia, España",,,Actividades físicas e deportivas,Oferta ordinaria,1,Acondicionamento físico (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Rodeira · Cangas,FP grao superior,Pontevedra,Cangas,IES de Rodeira,"IES de Rodeira, Cangas, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,1,Administración de sistemas informáticos en rede (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Laxeiro · Lalín,FP grao superior,Pontevedra,Lalín,IES Laxeiro,"IES Laxeiro, Lalín, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Administración e xestión | Instalación e mantemento,Oferta ordinaria,4,Acondicionamento físico (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria) || Dixitalización do mantemento industrial (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria),102,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ramón Mª Aller Ulloa · Lalín,FP grao superior,Pontevedra,Lalín,IES Ramón Mª Aller Ulloa,"IES Ramón Mª Aller Ulloa, Lalín, Pontevedra, Galicia, España",,,Informática e comunicacións,Oferta ordinaria,2,Administración de sistemas informáticos en rede (Oferta ordinaria) || Desenvolvemento de aplicacións web (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Chan do Monte · Marín,FP grao superior,Pontevedra,Marín,IES Chan do Monte,"IES Chan do Monte, Marín, Pontevedra, Galicia, España",,,Comercio e márketing | Informática e comunicacións,Oferta modular | Oferta ordinaria,6,Administración de sistemas informáticos en rede (Oferta ordinaria) || Ciberseguridade en contornos das tecnoloxías da información (Oferta ordinaria) || Desenvolvemento de aplicacións en linguaxe Python (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria) || Desenvolvemento de aplicacións web (Oferta modular) || Márketing e publicidade (Oferta ordinaria),130,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe A Paralaia · Moaña,FP grao superior,Pontevedra,Moaña,IES Plurilingüe A Paralaia,"IES Plurilingüe A Paralaia, Moaña, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe Lar · Mos,FP grao superior,Pontevedra,Mos,CPR Plurilingüe Lar,"CPR Plurilingüe Lar, Mos, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Servizos socioculturais e á comunidade,Oferta ordinaria,3,Educación infantil (Oferta ordinaria) || Ensinanza e animación sociodeportiva (Oferta ordinaria) || Integración social (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Escolas Proval · Nigrán,FP grao superior,Pontevedra,Nigrán,IES Escolas Proval,"IES Escolas Proval, Nigrán, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Mantemento electrónico (Oferta ordinaria),52,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ribeira do Louro · O Porriño,FP grao superior,Pontevedra,O Porriño,IES Ribeira do Louro,"IES Ribeira do Louro, O Porriño, Pontevedra, Galicia, España",,,Administración e xestión | Comercio e márketing,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Comercio internacional (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP de Cantería de Galicia · Poio,FP grao superior,Pontevedra,Poio,CIFP de Cantería de Galicia,"CIFP de Cantería de Galicia, Poio, Pontevedra, Galicia, España",,,Edificación e obra civil,Oferta ordinaria,1,Proxectos de edificación (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP A Granxa · Ponteareas,FP grao superior,Pontevedra,Ponteareas,CIFP A Granxa,"CIFP A Granxa, Ponteareas, Pontevedra, Galicia, España",,,Agraria | Industrias alimentarias | Seguridade e medio ambiente,Oferta modular | Oferta ordinaria,4,Educación e control ambiental (Oferta ordinaria) || Paisaxismo e medio rural (Oferta modular) || Vitivinicultura (Oferta ordinaria) || Xestión forestal e do medio natural (Oferta ordinaria),74,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe Pedra da Auga · Ponteareas,FP grao superior,Pontevedra,Ponteareas,IES Plurilingüe Pedra da Auga,"IES Plurilingüe Pedra da Auga, Ponteareas, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Pedro Floriani · Redondela,FP grao superior,Pontevedra,Redondela,IES Pedro Floriani,"IES Pedro Floriani, Redondela, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Chapela · Redondela,FP grao superior,Pontevedra,Redondela,IES de Chapela,"IES de Chapela, Redondela, Pontevedra, Galicia, España",,,Sanidade | Servizos socioculturais e á comunidade,Oferta ordinaria,3,Documentación e administración sanitarias (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Mediación comunicativa (quenda de tarde) (Oferta ordinaria),82,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Vilalonga · Sanxenxo,FP grao superior,Pontevedra,Sanxenxo,IES de Vilalonga,"IES de Vilalonga, Sanxenxo, Pontevedra, Galicia, España",,,Administración e xestión,Oferta ordinaria,1,Administración e finanzas (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Indalecio Pérez Tizón · Tui,FP grao superior,Pontevedra,Tui,IES Indalecio Pérez Tizón,"IES Indalecio Pérez Tizón, Tui, Pontevedra, Galicia, España",,,Comercio e márketing,Oferta ordinaria,1,Márketing e publicidade (Oferta ordinaria),30,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Plurilingüe de Valga · Valga,FP grao superior,Pontevedra,Valga,IES Plurilingüe de Valga,"IES Plurilingüe de Valga, Valga, Pontevedra, Galicia, España",,,Instalación e mantemento,Oferta ordinaria,1,Dixitalización do mantemento industrial (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Audiovisual de Vigo · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Audiovisual de Vigo,"CIFP Audiovisual de Vigo, Vigo, Pontevedra, Galicia, España",,,Imaxe e son,Oferta modular | Oferta ordinaria,9,"Animacións 3D, xogos e contornos interactivos (Oferta ordinaria) || Audiodescrición e subtitulación (Oferta ordinaria) || Iluminación, captación e tratamento de imaxe (Oferta modular) || Iluminación, captación e tratamento de imaxe (Oferta ordinaria) || Produción de audiovisuais e espectáculos (Oferta modular) || Produción de audiovisuais e espectáculos (Oferta ordinaria) || Realización de proxectos audiovisuais e espectáculos (Oferta modular) || Realización de proxectos audiovisuais e espectáculos (Oferta ordinaria) || Son para audiovisuais e espectáculos (Oferta ordinaria)",130,i_portal_oferta_clasificada_por_prov_concello_modular_24-06-2025.pdf | i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Manuel Antonio · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Manuel Antonio,"CIFP Manuel Antonio, Vigo, Pontevedra, Galicia, España",,,"Hostalaría e turismo | Química | Sanidade | Seguridade e medio ambiente | Téxtil, confección e pel",Oferta ordinaria,15,"Anatomía patolóxica e citodiagnóstico (Oferta ordinaria) || Audioloxía protésica (Oferta ordinaria) || Axencias de viaxes e xestión de eventos (Oferta ordinaria) || Dirección de cociña (Oferta ordinaria) || Dirección de servizos de restauración (Oferta ordinaria) || Guía, información e asistencia turísticas (Oferta ordinaria) || Hixiene bucodental (Oferta ordinaria) || Hixiene bucodental (quenda de tarde) (Oferta ordinaria) || Laboratorio clínico e biomédico (Oferta ordinaria) || Laboratorio de análise e de control de calidade (Oferta ordinaria) || Patronaxe e moda (Oferta ordinaria) || Próteses dentais (Oferta ordinaria) || Química e saúde ambiental (Oferta ordinaria) || Química industrial (Oferta ordinaria) || Xestión de aloxamentos turísticos (Oferta ordinaria)",354,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Valentín Paz Andrade · Vigo,FP grao superior,Pontevedra,Vigo,CIFP Valentín Paz Andrade,"CIFP Valentín Paz Andrade, Vigo, Pontevedra, Galicia, España",,,"Enerxía e auga | Fabricación mecánica | Instalación e mantemento | Madeira, moble e cortiza | Transporte e mantemento de vehículos",Oferta ordinaria,12,Aeronaves pilotadas de forma remota-Drons (Oferta ordinaria) || Auditoría enerxética (Oferta ordinaria) || Automoción (Oferta ordinaria) || Construcións metálicas (Oferta ordinaria) || Deseño e amoblamento (Oferta ordinaria) || Deseño en fabricación mecánica (Oferta ordinaria) || Eficiencia enerxética e enerxía solar térmica (Oferta ordinaria) || Enerxías renovables (Oferta ordinaria) || Fabricación aditiva (Oferta ordinaria) || Inspección técnica e peritaxe de sinistros en vehículos (Oferta ordinaria) || Mantemento de instalacións térmicas e de fluídos (Oferta ordinaria) || Programación da produción en moldeamento de metais e polímeros (Oferta ordinaria),259,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Aloya · Vigo,FP grao superior,Pontevedra,Vigo,CPR Aloya,"CPR Aloya, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Comercio e márketing | Sanidade | Servizos socioculturais e á comunidade,Oferta ordinaria,8,Administración e finanzas (Oferta ordinaria) || Anatomía patolóxica e citodiagnóstico (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Educación infantil (Oferta ordinaria) || Integración social (Oferta ordinaria) || Laboratorio clínico e biomédico (Oferta ordinaria) || Márketing e publicidade (Oferta ordinaria) || Transporte e loxística (Oferta ordinaria),230,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR CEBEM · Vigo,FP grao superior,Pontevedra,Vigo,CPR CEBEM,"CPR CEBEM, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,3,Administración e finanzas (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Colegio Hogar Afundación · Vigo,FP grao superior,Pontevedra,Vigo,CPR Colegio Hogar Afundación,"CPR Colegio Hogar Afundación, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Fabricación mecánica,Oferta ordinaria,3,Automatización e robótica industrial (Oferta ordinaria) || Mantemento electrónico (Oferta ordinaria) || Programación da produción en fabricación mecánica (Oferta ordinaria),80,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Daniel Castelao · Vigo,FP grao superior,Pontevedra,Vigo,CPR Daniel Castelao,"CPR Daniel Castelao, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,3,Administración de sistemas informáticos en rede (quenda de tarde) (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),90,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR FP Montecastelo · Vigo,FP grao superior,Pontevedra,Vigo,CPR FP Montecastelo,"CPR FP Montecastelo, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica | Informática e comunicacións,Oferta ordinaria,2,Administración de sistemas informáticos en rede (Oferta ordinaria) || Automatización e robótica industrial (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Fillas de María Inmaculada · Vigo,FP grao superior,Pontevedra,Vigo,CPR Fillas de María Inmaculada,"CPR Fillas de María Inmaculada, Vigo, Pontevedra, Galicia, España",,,Sanidade | Servizos socioculturais e á comunidade,Oferta ordinaria,2,Hixiene bucodental (Oferta ordinaria) || Mediación comunicativa (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Marcote · Vigo,FP grao superior,Pontevedra,Vigo,CPR Marcote,"CPR Marcote, Vigo, Pontevedra, Galicia, España",,,Electricidade e electrónica,Oferta ordinaria,1,Automatización e robótica industrial (Oferta ordinaria),20,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Plurilingüe San José de la Guía · Vigo,FP grao superior,Pontevedra,Vigo,CPR Plurilingüe San José de la Guía,"CPR Plurilingüe San José de la Guía, Vigo, Pontevedra, Galicia, España",,,Servizos socioculturais e á comunidade,Oferta ordinaria,2,Educación infantil (Oferta ordinaria) || Integración social (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CPR Vivas · Vigo,FP grao superior,Pontevedra,Vigo,CPR Vivas,"CPR Vivas, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,2,Administración e finanzas (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria),60,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES A Guía · Vigo,FP grao superior,Pontevedra,Vigo,IES A Guía,"IES A Guía, Vigo, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Comercio e márketing,Oferta ordinaria,5,Acondicionamento físico (Oferta ordinaria) || Comercio internacional (Oferta ordinaria) || Márketing e publicidade (quenda de tarde) (Oferta ordinaria) || Transporte e loxística (Oferta ordinaria) || Xestión de vendas e espazos comerciais (Oferta ordinaria),180,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Politécnico de Vigo · Vigo,FP grao superior,Pontevedra,Vigo,IES Politécnico de Vigo,"IES Politécnico de Vigo, Vigo, Pontevedra, Galicia, España",,,Edificación e obra civil | Electricidade e electrónica | Fabricación mecánica | Instalación e mantemento | Seguridade e medio ambiente,Oferta ordinaria,8,Automatización e robótica industrial (Oferta ordinaria) || Fabricación intelixente (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria) || Prevención en riscos profesionais (Oferta ordinaria) || Programación da produción en fabricación mecánica (Oferta ordinaria) || Proxectos de edificación (Oferta ordinaria) || Robótica colaborativa (Oferta ordinaria) || Sistemas electrotécnicos e automatizados (Oferta ordinaria),188,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Ricardo Mella · Vigo,FP grao superior,Pontevedra,Vigo,IES Ricardo Mella,"IES Ricardo Mella, Vigo, Pontevedra, Galicia, España",,,Administración e xestión | Electricidade e electrónica | Sanidade,Oferta ordinaria,6,Administración e finanzas (Oferta ordinaria) || Asistencia á dirección (Oferta ordinaria) || Ciberseguridade en contornos das tecnoloxías de operación (Oferta ordinaria) || Imaxe para o diagnóstico e medicina nuclear (Oferta ordinaria) || Mantemento electrónico (Oferta ordinaria) || Sistemas de telecomunicacións e informáticos (Oferta ordinaria),154,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES de Teis · Vigo,FP grao superior,Pontevedra,Vigo,IES de Teis,"IES de Teis, Vigo, Pontevedra, Galicia, España",,,Imaxe persoal | Informática e comunicacións,Oferta ordinaria,10,Administración de sistemas informáticos en rede (Oferta ordinaria) || Asesoría de imaxe persoal e corporativa (quenda de tarde) (Oferta ordinaria) || Caracterización e maquillaxe profesional (quenda de tarde) (Oferta ordinaria) || Ciberseguridade en contornos das tecnoloxías da información (Oferta ordinaria) || Desenvolvemento de aplicacións en linguaxe Python (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (Oferta ordinaria) || Desenvolvemento de aplicacións web (Oferta ordinaria) || Estilismo e dirección de peiteado (Oferta ordinaria) || Estética integral e benestar (Oferta ordinaria) || Intelixencia artificial e big data (Oferta ordinaria),238,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
INSTITUTO Marítimo Pesqueiro do Atlántico · Vigo,FP grao superior,Pontevedra,Vigo,INSTITUTO Marítimo Pesqueiro do Atlántico,"INSTITUTO Marítimo Pesqueiro do Atlántico, Vigo, Pontevedra, Galicia, España",,,Marítimo-pesqueira,Oferta ordinaria,2,Organización do mantemento de maquinaria de buques e embarcacións (Oferta ordinaria) || Transporte marítimo e pesca de altura (Oferta ordinaria),66,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
CIFP Fontecarmoa · Vilagarcía de Arousa,FP grao superior,Pontevedra,Vilagarcía de Arousa,CIFP Fontecarmoa,"CIFP Fontecarmoa, Vilagarcía de Arousa, Pontevedra, Galicia, España",,,Actividades físicas e deportivas | Comercio e márketing | Electricidade e electrónica | Instalación e mantemento,Oferta ordinaria,8,Acondicionamento físico (Oferta ordinaria) || Automatización e robótica industrial (Oferta ordinaria) || Comercio internacional (Oferta ordinaria) || Mecatrónica industrial (Oferta ordinaria) || Márketing e publicidade (quenda de tarde) (Oferta ordinaria) || Robótica colaborativa (Oferta ordinaria) || Transporte e loxística (Oferta ordinaria) || Xestión de vendas e espazos comerciais (Oferta ordinaria),214,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
IES Armando Cotarelo Valledor · Vilagarcía de Arousa,FP grao superior,Pontevedra,Vilagarcía de Arousa,IES Armando Cotarelo Valledor,"IES Armando Cotarelo Valledor, Vilagarcía de Arousa, Pontevedra, Galicia, España",,,Administración e xestión | Informática e comunicacións,Oferta ordinaria,6,Administración de sistemas informáticos en rede (Oferta ordinaria) || Administración e finanzas (Oferta ordinaria) || Ciberseguridade en contornos das tecnoloxías da información (Oferta ordinaria) || Desenvolvemento de aplicacións en linguaxe Python (Oferta ordinaria) || Desenvolvemento de aplicacións multiplataforma (quenda de tarde) (Oferta ordinaria) || Desenvolvemento de aplicacións web (Oferta ordinaria),160,i_portal_oferta_clasificada_por_prov_concello_ordinario_17-06-2025.pdf,Xeolocalización mediante Google My Maps a partir do nome do centro/sede e localidade; revisar manualmente marcadores ambiguos tras a importación.
